"X1";"X2";"X3";"X4"
1;1;1;1
1;1;1;1
0.695652173913044;1.11111111111111;0.452830188679245;0.617647058823529
1.04347826086957;1.18518518518519;0.792452830188679;0.882352941176471
0.869565217391304;1.03703703703704;0.679245283018868;0.794117647058823
1.1304347826087;1.03703703703704;0.792452830188679;1.05882352941176
1.21739130434783;1.11111111111111;1.0188679245283;1.23529411764706
1.04347826086957;0.962962962962963;1.35849056603774;1.05882352941176
1.73913043478261;1.33333333333333;1.92452830188679;1.67647058823529
1.30434782608696;1.25925925925926;1.47169811320755;1.41176470588235
0.260869565217391;0.0740740740740741;1.58490566037736;1.32352941176471
0.956521739130435;0.814814814814815;1.13207547169811;1.14705882352941
0.869565217391304;1.03703703703704;0.566037735849057;0.441176470588235
0.869565217391304;1.03703703703704;0.226415094339623;0.352941176470588
0.695652173913044;1.11111111111111;0.452830188679245;0.617647058823529
1.04347826086957;1.18518518518519;0.792452830188679;0.882352941176471
0.869565217391304;1.03703703703704;0.679245283018868;0.794117647058823
1.1304347826087;1.03703703703704;0.792452830188679;1.05882352941176
1.21739130434783;1.11111111111111;1.0188679245283;1.23529411764706
1.04347826086957;0.962962962962963;1.35849056603774;1.05882352941176
1.73913043478261;1.33333333333333;1.92452830188679;1.67647058823529
1.30434782608696;1.25925925925926;1.47169811320755;1.41176470588235
0.260869565217391;0.0740740740740741;1.58490566037736;1.32352941176471
0.956521739130435;0.814814814814815;1.13207547169811;1.14705882352941
0.869565217391304;1.03703703703704;0.566037735849057;0.441176470588235
0.869565217391304;1.03703703703704;0.226415094339623;0.352941176470588
0.695652173913044;1.11111111111111;0.452830188679245;0.617647058823529
1.04347826086957;1.18518518518519;0.792452830188679;0.882352941176471
0.869565217391304;1.03703703703704;0.679245283018868;0.794117647058823
1.1304347826087;1.03703703703704;0.792452830188679;1.05882352941176
1.21739130434783;1.11111111111111;1.0188679245283;1.23529411764706
1.04347826086957;0.962962962962963;1.35849056603774;1.05882352941176
1.73913043478261;1.33333333333333;1.92452830188679;1.67647058823529
1.30434782608696;1.25925925925926;1.47169811320755;1.41176470588235
0.260869565217391;0.0740740740740741;1.58490566037736;1.32352941176471
0.956521739130435;0.814814814814815;1.13207547169811;1.14705882352941
0.869565217391304;1.03703703703704;0.566037735849057;0.441176470588235
0.869565217391304;1.03703703703704;0.226415094339623;0.352941176470588
0.413793103448276;0.675;0.541935483870968;0.380952380952381
0.724137931034483;0.825;0.619354838709677;0.571428571428571
1.03448275862069;1.125;1.23870967741935;0.952380952380952
1.24137931034483;1.2;1.23870967741935;1.23809523809524
1.55172413793103;1.2;1.47096774193548;1.52380952380952
1.3448275862069;1.275;1.78064516129032;1.61904761904762
1.6551724137931;1.275;1.78064516129032;1.71428571428571
1.24137931034483;1.2;1.00645161290323;1.14285714285714
0.413793103448276;0.3;0.929032258064516;1.14285714285714
0.517241379310345;0.825;0.387096774193548;0.666666666666667
1.03448275862069;1.125;0.619354838709677;0.666666666666667
0.827586206896552;0.975;0.387096774193548;0.380952380952381
0.7;1.05882352941176;0.36;0.297520661157025
0.7;1.41176470588235;0.6;0.694214876033058
1;1.14705882352941;0.96;1.1900826446281
1.4;1.32352941176471;1.08;1.1900826446281
1;1.05882352941176;0.96;1.1900826446281
1.3;1.14705882352941;1.44;1.38842975206612
1.5;1.14705882352941;1.8;1.48760330578512
1.5;1.05882352941176;1.8;1.48760330578512
0.1;-0.0882352941176471;1.08;1.09090909090909
1;0.970588235294118;0.72;0.892561983471074
0.6;0.794117647058823;0.48;0.495867768595041
1.2;0.970588235294118;0.72;0.59504132231405
0.788321167883212;1.68888888888889;0.35036496350365;0.541353383458647
0.700729927007299;1.33333333333333;0.525547445255474;0.541353383458647
1.22627737226277;1.33333333333333;0.963503649635036;0.992481203007519
1.13868613138686;1.06666666666667;0.963503649635036;0.902255639097744
1.22627737226277;0.711111111111111;1.31386861313869;1.26315789473684
1.4014598540146;0.888888888888889;1.48905109489051;1.35338345864662
1.31386861313869;0.711111111111111;1.4014598540146;1.17293233082707
1.48905109489051;0.977777777777778;1.57664233576642;1.44360902255639
0.963503649635036;1.15555555555556;1.13868613138686;1.17293233082707
0;0;0.788321167883212;0.902255639097744
0.963503649635036;1.06666666666667;0.788321167883212;0.992481203007519
0.788321167883212;1.06666666666667;0.700729927007299;0.721804511278195
0.094488188976378;0.464516129032258;0.237623762376238;0.285714285714286
0.661417322834646;0.851612903225806;0.594059405940594;0.571428571428572
1.22834645669291;1.08387096774194;0.95049504950495;0.857142857142857
0.850393700787402;1.00645161290323;0.831683168316832;0.952380952380952
1.32283464566929;1.31612903225806;1.42574257425743;1.33333333333333
1.41732283464567;1.39354838709677;1.78217821782178;1.52380952380952
1.60629921259843;1.08387096774194;1.78217821782178;1.52380952380952
1.51181102362205;1.16129032258065;1.78217821782178;1.52380952380952
0.377952755905512;0.387096774193548;1.18811881188119;1.14285714285714
1.03937007874016;1.00645161290323;0.712871287128713;1.04761904761905
0.94488188976378;1.23870967741935;0.475247524752475;0.761904761904762
0.94488188976378;1.00645161290323;0.237623762376238;0.476190476190476
0.591549295774648;0.905660377358491;0.625;0.654545454545455
0.845070422535211;0.830188679245283;0.5;0.545454545454545
0.929577464788732;0.905660377358491;0.75;0.654545454545455
1.1830985915493;1.13207547169811;1.125;1.2
1.09859154929577;1.13207547169811;1.25;0.981818181818182
1.35211267605634;1.05660377358491;1.375;1.30909090909091
1.69014084507042;1.43396226415094;1.875;1.63636363636364
1.43661971830986;1.35849056603774;1.25;1.2
1.1830985915493;1.20754716981132;1.125;1.30909090909091
0.0845070422535211;-0.0754716981132075;0.875;1.09090909090909
0.422535211267606;0.905660377358491;0.5;0.545454545454545
1.1830985915493;1.20754716981132;0.75;0.872727272727273
1.08333333333333;0.957446808510638;0.382978723404255;0.526315789473684
0.916666666666667;0.957446808510638;0.382978723404255;0.631578947368421
1.08333333333333;1.02127659574468;1.14893617021277;1.15789473684211
1.16666666666667;1.08510638297872;1.14893617021277;1.15789473684211
1.16666666666667;1.14893617021277;1.14893617021277;1.15789473684211
1.16666666666667;1.21276595744681;1.65957446808511;1.36842105263158
1.25;1.27659574468085;1.53191489361702;1.36842105263158
1.08333333333333;1.14893617021277;1.27659574468085;1.15789473684211
0.666666666666667;0.638297872340426;1.02127659574468;1.05263157894737
0.75;0.574468085106383;1.02127659574468;1.05263157894737
0.833333333333333;1.02127659574468;0.638297872340426;0.631578947368421
0.833333333333333;0.957446808510638;0.638297872340426;0.736842105263158
0.76056338028169;0.823529411764706;0.465116279069767;0.512820512820513
0.76056338028169;0.705882352941177;0.465116279069767;0.615384615384615
1.01408450704225;1.05882352941176;1.02325581395349;1.12820512820513
1.09859154929577;1.17647058823529;1.2093023255814;1.23076923076923
1.1830985915493;1.05882352941176;1.2093023255814;1.33333333333333
1.1830985915493;1.17647058823529;1.30232558139535;1.23076923076923
1.52112676056338;1.17647058823529;1.58139534883721;1.43589743589744
1.09859154929577;1.17647058823529;1.2093023255814;1.12820512820513
0.676056338028169;0.823529411764706;1.2093023255814;1.12820512820513
0.338028169014085;0.470588235294118;1.02325581395349;1.02564102564103
1.01408450704225;1.17647058823529;0.651162790697674;0.615384615384615
1.35211267605634;1.17647058823529;0.651162790697674;0.615384615384615
0.821917808219178;0.832369942196532;0.264705882352941;0.444444444444444
0.821917808219178;0.971098265895954;0.529411764705882;0.533333333333333
1.06849315068493;1.10982658959538;0.970588235294118;0.888888888888889
1.06849315068493;1.10982658959538;1.23529411764706;1.06666666666667
1.31506849315068;1.10982658959538;1.23529411764706;1.33333333333333
1.23287671232877;1.17919075144509;1.32352941176471;1.42222222222222
1.23287671232877;1.2485549132948;1.5;1.51111111111111
1.31506849315068;1.2485549132948;1.23529411764706;1.24444444444444
0.575342465753425;0.69364161849711;1.14705882352941;1.06666666666667
0.657534246575342;0.554913294797688;1.05882352941176;0.888888888888889
0.821917808219178;0.971098265895954;0.705882352941176;0.8
1.06849315068493;0.971098265895954;0.794117647058824;0.8
0.821917808219178;0.832369942196532;0.264705882352941;0.444444444444444
0.821917808219178;0.971098265895954;0.529411764705882;0.533333333333333
1.06849315068493;1.10982658959538;0.970588235294118;0.888888888888889
1.06849315068493;1.10982658959538;1.23529411764706;1.06666666666667
1.31506849315068;1.10982658959538;1.23529411764706;1.33333333333333
1.23287671232877;1.17919075144509;1.32352941176471;1.42222222222222
1.23287671232877;1.2485549132948;1.5;1.51111111111111
1.31506849315068;1.2485549132948;1.23529411764706;1.24444444444444
0.575342465753425;0.69364161849711;1.14705882352941;1.06666666666667
0.657534246575342;0.554913294797688;1.05882352941176;0.888888888888889
0.821917808219178;0.971098265895954;0.705882352941176;0.8
1.06849315068493;0.971098265895954;0.794117647058824;0.8
0.821917808219178;0.832369942196532;0.264705882352941;0.444444444444444
0.821917808219178;0.971098265895954;0.529411764705882;0.533333333333333
1.06849315068493;1.10982658959538;0.970588235294118;0.888888888888889
1.06849315068493;1.10982658959538;1.23529411764706;1.06666666666667
1.31506849315068;1.10982658959538;1.23529411764706;1.33333333333333
1.23287671232877;1.17919075144509;1.32352941176471;1.42222222222222
1.23287671232877;1.2485549132948;1.5;1.51111111111111
1.31506849315068;1.2485549132948;1.23529411764706;1.24444444444444
0.575342465753425;0.69364161849711;1.14705882352941;1.06666666666667
0.657534246575342;0.554913294797688;1.05882352941176;0.888888888888889
0.821917808219178;0.971098265895954;0.705882352941176;0.8
1;1;1;1
1;1;1;1
0.695652173913044;1.11111111111111;0.452830188679245;0.617647058823529
1.04347826086957;1.18518518518519;0.792452830188679;0.882352941176471
0.869565217391304;1.03703703703704;0.679245283018868;0.794117647058823
1.1304347826087;1.03703703703704;0.792452830188679;1.05882352941176
1.21739130434783;1.11111111111111;1.0188679245283;1.23529411764706
1.04347826086957;0.962962962962963;1.35849056603774;1.05882352941176
1.73913043478261;1.33333333333333;1.92452830188679;1.67647058823529
1.30434782608696;1.25925925925926;1.47169811320755;1.41176470588235
0.260869565217391;0.0740740740740741;1.58490566037736;1.32352941176471
0.956521739130435;0.814814814814815;1.13207547169811;1.14705882352941
NA;NA;NA;NA
0.869565217391304;1.03703703703704;0.226415094339623;0.352941176470588
0.695652173913044;1.11111111111111;0.452830188679245;0.617647058823529
1.04347826086957;1.18518518518519;0.792452830188679;0.882352941176471
0.869565217391304;1.03703703703704;0.679245283018868;0.794117647058823
1.1304347826087;1.03703703703704;0.792452830188679;1.05882352941176
1.21739130434783;1.11111111111111;1.0188679245283;1.23529411764706
1.04347826086957;0.962962962962963;1.35849056603774;1.05882352941176
1.73913043478261;1.33333333333333;1.92452830188679;1.67647058823529
1.30434782608696;1.25925925925926;1.47169811320755;1.41176470588235
0.260869565217391;0.0740740740740741;1.58490566037736;1.32352941176471
0.956521739130435;0.814814814814815;1.13207547169811;1.14705882352941
NA;NA;NA;NA
0.869565217391304;1.03703703703704;0.226415094339623;0.352941176470588
0.695652173913044;1.11111111111111;0.452830188679245;0.617647058823529
1.04347826086957;1.18518518518519;0.792452830188679;0.882352941176471
0.869565217391304;1.03703703703704;0.679245283018868;0.794117647058823
1.1304347826087;1.03703703703704;0.792452830188679;1.05882352941176
1.21739130434783;1.11111111111111;1.0188679245283;1.23529411764706
1.04347826086957;0.962962962962963;1.35849056603774;1.05882352941176
1.73913043478261;1.33333333333333;1.92452830188679;1.67647058823529
1.30434782608696;1.25925925925926;1.47169811320755;1.41176470588235
0.260869565217391;0.0740740740740741;1.58490566037736;1.32352941176471
0.956521739130435;0.814814814814815;1.13207547169811;1.14705882352941
NA;NA;NA;NA
0.869565217391304;1.03703703703704;0.226415094339623;0.352941176470588
0.413793103448276;0.675;0.541935483870968;0.380952380952381
0.724137931034483;0.825;0.619354838709677;0.571428571428571
1.03448275862069;1.125;1.23870967741935;0.952380952380952
1.24137931034483;1.2;1.23870967741935;1.23809523809524
1.55172413793103;1.2;1.47096774193548;1.52380952380952
1.3448275862069;1.275;1.78064516129032;1.61904761904762
1.6551724137931;1.275;1.78064516129032;1.71428571428571
1.24137931034483;1.2;1.00645161290323;1.14285714285714
0.413793103448276;0.3;0.929032258064516;1.14285714285714
0.517241379310345;0.825;0.387096774193548;0.666666666666667
NA;NA;NA;NA
0.827586206896552;0.975;0.387096774193548;0.380952380952381
0.7;1.05882352941176;0.36;0.297520661157025
0.7;1.41176470588235;0.6;0.694214876033058
1;1.14705882352941;0.96;1.1900826446281
1.4;1.32352941176471;1.08;1.1900826446281
1;1.05882352941176;0.96;1.1900826446281
1.3;1.14705882352941;1.44;1.38842975206612
1.5;1.14705882352941;1.8;1.48760330578512
1.5;1.05882352941176;1.8;1.48760330578512
0.1;-0.0882352941176471;1.08;1.09090909090909
1;0.970588235294118;0.72;0.892561983471074
NA;NA;NA;NA
1.2;0.970588235294118;0.72;0.59504132231405
0.788321167883212;1.68888888888889;0.35036496350365;0.541353383458647
0.700729927007299;1.33333333333333;0.525547445255474;0.541353383458647
1.22627737226277;1.33333333333333;0.963503649635036;0.992481203007519
1.13868613138686;1.06666666666667;0.963503649635036;0.902255639097744
1.22627737226277;0.711111111111111;1.31386861313869;1.26315789473684
1.4014598540146;0.888888888888889;1.48905109489051;1.35338345864662
1.31386861313869;0.711111111111111;1.4014598540146;1.17293233082707
1.48905109489051;0.977777777777778;1.57664233576642;1.44360902255639
0.963503649635036;1.15555555555556;1.13868613138686;1.17293233082707
0;0;0.788321167883212;0.902255639097744
NA;NA;NA;NA
0.788321167883212;1.06666666666667;0.700729927007299;0.721804511278195
0.094488188976378;0.464516129032258;0.237623762376238;0.285714285714286
0.661417322834646;0.851612903225806;0.594059405940594;0.571428571428572
1.22834645669291;1.08387096774194;0.95049504950495;0.857142857142857
0.850393700787402;1.00645161290323;0.831683168316832;0.952380952380952
1.32283464566929;1.31612903225806;1.42574257425743;1.33333333333333
1.41732283464567;1.39354838709677;1.78217821782178;1.52380952380952
1.60629921259843;1.08387096774194;1.78217821782178;1.52380952380952
1.51181102362205;1.16129032258065;1.78217821782178;1.52380952380952
0.377952755905512;0.387096774193548;1.18811881188119;1.14285714285714
1.03937007874016;1.00645161290323;0.712871287128713;1.04761904761905
NA;NA;NA;NA
0.94488188976378;1.00645161290323;0.237623762376238;0.476190476190476
0.591549295774648;0.905660377358491;0.625;0.654545454545455
0.845070422535211;0.830188679245283;0.5;0.545454545454545
0.929577464788732;0.905660377358491;0.75;0.654545454545455
1.1830985915493;1.13207547169811;1.125;1.2
1.09859154929577;1.13207547169811;1.25;0.981818181818182
1.35211267605634;1.05660377358491;1.375;1.30909090909091
1.69014084507042;1.43396226415094;1.875;1.63636363636364
1.43661971830986;1.35849056603774;1.25;1.2
1.1830985915493;1.20754716981132;1.125;1.30909090909091
0.0845070422535211;-0.0754716981132075;0.875;1.09090909090909
NA;NA;NA;NA
1.1830985915493;1.20754716981132;0.75;0.872727272727273
1.08333333333333;0.957446808510638;0.382978723404255;0.526315789473684
0.916666666666667;0.957446808510638;0.382978723404255;0.631578947368421
1.08333333333333;1.02127659574468;1.14893617021277;1.15789473684211
1.16666666666667;1.08510638297872;1.14893617021277;1.15789473684211
1.16666666666667;1.14893617021277;1.14893617021277;1.15789473684211
1.16666666666667;1.21276595744681;1.65957446808511;1.36842105263158
1.25;1.27659574468085;1.53191489361702;1.36842105263158
1.08333333333333;1.14893617021277;1.27659574468085;1.15789473684211
0.666666666666667;0.638297872340426;1.02127659574468;1.05263157894737
0.75;0.574468085106383;1.02127659574468;1.05263157894737
NA;NA;NA;NA
0.833333333333333;0.957446808510638;0.638297872340426;0.736842105263158
0.76056338028169;0.823529411764706;0.465116279069767;0.512820512820513
0.76056338028169;0.705882352941177;0.465116279069767;0.615384615384615
1.01408450704225;1.05882352941176;1.02325581395349;1.12820512820513
1.09859154929577;1.17647058823529;1.2093023255814;1.23076923076923
1.1830985915493;1.05882352941176;1.2093023255814;1.33333333333333
1.1830985915493;1.17647058823529;1.30232558139535;1.23076923076923
1.52112676056338;1.17647058823529;1.58139534883721;1.43589743589744
1.09859154929577;1.17647058823529;1.2093023255814;1.12820512820513
0.676056338028169;0.823529411764706;1.2093023255814;1.12820512820513
0.338028169014085;0.470588235294118;1.02325581395349;1.02564102564103
NA;NA;NA;NA
1.35211267605634;1.17647058823529;0.651162790697674;0.615384615384615
0.821917808219178;0.832369942196532;0.264705882352941;0.444444444444444
0.821917808219178;0.971098265895954;0.529411764705882;0.533333333333333
1.06849315068493;1.10982658959538;0.970588235294118;0.888888888888889
1.06849315068493;1.10982658959538;1.23529411764706;1.06666666666667
1.31506849315068;1.10982658959538;1.23529411764706;1.33333333333333
1.23287671232877;1.17919075144509;1.32352941176471;1.42222222222222
1.23287671232877;1.2485549132948;1.5;1.51111111111111
1.31506849315068;1.2485549132948;1.23529411764706;1.24444444444444
0.575342465753425;0.69364161849711;1.14705882352941;1.06666666666667
0.657534246575342;0.554913294797688;1.05882352941176;0.888888888888889
NA;NA;NA;NA
1.06849315068493;0.971098265895954;0.794117647058824;0.8
0.821917808219178;0.832369942196532;0.264705882352941;0.444444444444444
0.821917808219178;0.971098265895954;0.529411764705882;0.533333333333333
1.06849315068493;1.10982658959538;0.970588235294118;0.888888888888889
1.06849315068493;1.10982658959538;1.23529411764706;1.06666666666667
1.31506849315068;1.10982658959538;1.23529411764706;1.33333333333333
1.23287671232877;1.17919075144509;1.32352941176471;1.42222222222222
1.23287671232877;1.2485549132948;1.5;1.51111111111111
1.31506849315068;1.2485549132948;1.23529411764706;1.24444444444444
0.575342465753425;0.69364161849711;1.14705882352941;1.06666666666667
0.657534246575342;0.554913294797688;1.05882352941176;0.888888888888889
