"DTS_VL1218";"DTS_VL1824";"PGP_VL0006";"PGP_VL0612"
0.374682418699187;0.152248475609756;0.217987804878049;0.255081300813008
0.374682418699187;0.152248475609756;0.217987804878049;0.255081300813008
0.399076024186426;0.156736191317345;0.34071608125552;0.103471703240709
0.567943030586038;0.165888395984123;0.224959140789166;0.0412094326406724
0.485605930012067;0.350973970005171;0.165143940699879;-0.00172384071711774
0.302136952113555;0.161090313523631;0.135080330681641;0.401692403681173
0.275394261014701;0.0884599747501765;0.305779641794877;0.330366122440246
0.497461402963424;0.246710185473008;0.226332331710013;0.0294960798535558
0.445472935695458;0.438075972128568;0.116859764196244;-0.000408672020270132
0.377303417165433;0.414364477990388;0.156971430256214;0.0513606745879647
0.676164439636268;0.253589076342797;0.0518990672787345;0.0183474167422005
0.522696490868048;0.327806279499282;0.0961830494561872;0.0533141801764827
0.380765363830589;0.428239286163127;0.17063591805957;0.0203594319467136
0.406589744657808;0.465905777481568;0.10001249635523;0.0274919815053943
0.397691640536393;0.525585429314831;0.0533057575555407;0.023417172593235
0.414614878209348;0.368312486284837;0.143647136273864;0.0734254992319508
0.321040868454662;0.315174010217114;0.188417943805875;0.17536717752235
0.182698323838377;0.114367570059604;0.306286429347647;0.396647676754372
0.135019672075784;0.116056804174195;0.412927846540923;0.335995677209098
0.331679055996933;0.219301795565401;0.407442118042983;0.0415770303946836
0.317434688539413;0.204572609552104;0.281767688184196;0.196225013724287
0.23110151187905;0.13515534141884;0.11159661073268;0.52214653596943
0.389752495517246;0.163045166391348;0.208804551936408;0.238397786154997
0.531182323216472;0.298986221399203;0.0375694422648379;0.132262013119488
0.475285531491399;0.390550210890479;0.0834557603905028;0.0507084972276195
0.297514552342234;0.546336505589947;0.0473990575625982;0.10874988450522
0.347047166072136;0.630994847403884;0.00919540229885057;0.0127625842251288
0.428401856048344;0.477392899535988;0.0481277651883026;0.0460774792273659
0.310678008093154;0.374432240482286;0.149640763068792;0.165248988355768
0.202842296375133;0.171508170036937;0.145401615225693;0.480247918362236
0.089958097693908;0.102587394145398;0.489788144284584;0.31766636387611
0.533038147138965;0.348944141689373;0.0823399182561308;0.0356777929155313
0.637755534820595;0.298710662481975;0.0197641869539401;0.0437696157434897
0.00341483979763912;0.0136172006745363;0.380143338954469;0.602824620573356
0.377463104394858;0.206194113010627;0.183431631016769;0.232911151577746
0.383279756828271;0.273152703973409;0.0712676857136609;0.27229985348466
0.389631395249851;0.467097982463608;0.0211543372776028;0.122116285008938
0.134351866435659;0.732320050401638;0.0548117813828949;0.0785163017798078
0.333333333333333;0.636301100628931;0.00648584905660377;0.0238797169811321
0.144780193918855;0.609244093005742;0.155135084251153;0.0908406288242493
0.192289000485987;0.411577298990226;0.257141314325828;0.138992386197959
0.114604462474645;0.0360764995653434;0.513805522208884;0.335513515751128
0.144821837882892;0.156838230186844;0.352920747377926;0.345419184552337
0.487435959990242;0.300024396194194;0.103195901439375;0.109343742376189
0.523473808586058;0.282276486805829;0.0558093737692005;0.138440330838913
0.366335630320227;0.324077827320632;0.134677746250507;0.174908796108634
0.392891729614565;0.381883917618955;0.0821873587707405;0.143036993995739
0.366505864779489;0.371942111320616;0.108210691284864;0.15334133261503
0.376712328767123;0.279430650684932;0.087150399543379;0.256706621004566
0.413937677053824;0.508668555240793;0.00725212464589235;0.0701416430594901
0.511864946647555;0.363752189839146;-0.00318522057652492;0.127568084089823
0.475244695291848;0.24455240408659;0.0240765878402515;0.25612631278131
0.437889383343929;0.257088366179275;0.166369993642721;0.138652256834075
0.484868464429353;0.14801872486319;0.160084393749588;0.207028416957869
0.590628770612683;0.144724493899987;0.0569781472047191;0.207668588282612
0.405853051058531;0.30772104607721;0.109838107098381;0.176587795765878
0.405994921095592;0.291356793034645;0.120170506076546;0.182477779793216
0.103205128205128;0.0400641025641026;0.33974358974359;0.51698717948718
0.531359116022099;0.355226519337017;0.030232044198895;0.0831823204419889
0.45015910124034;0.43879472693032;0.0218845379570102;0.0891616338723294
0.523487390410218;0.340134213659487;0.00995778763935491;0.126420608290941
0.372230551390971;0.532650341495919;0.0649675162418791;0.0301515908712311
0.468686868686869;0.381902356902357;0.0395622895622896;0.109848484848485
0.484127579737336;0.378761726078799;0.0257410881801126;0.111369606003752
0.320645905420992;0.471531928279333;0.0304078850791654;0.17741428122051
0.441338385643812;0.165296346607564;0.110602702509473;0.282762565239151
0.481990940227599;0.23345486686554;0.0619821014252569;0.222572091481604
0.393774319066148;0.367769130998703;0.0926070038910506;0.145849546044099
0.510480939903643;0.317851407319753;0.0584904065590398;0.113177246217564
0.411474990405526;0.37389663553793;0.049955225789945;0.164673148266598
0.116732083151621;0.178805058874836;0.153656054659107;0.550806803314435
0.349850627365067;0.429197371041625;0.0107149970125473;0.210237004580761
0.271960534691279;0.455919796308084;0.0207405049862084;0.251379164014428
0.299461239149955;0.676743489973062;0.00463932954205328;0.0191559413349297
0.541883304448296;0.363951473136915;0.0385133834007318;0.0556518390140574
0.41275600709563;0.483712304467021;-0.00161264312207708;0.105144331559426
0.415601023017903;0.390878090366581;0.0051150895140665;0.188405797101449
0.281111300785251;0.241592693752134;0.104259132809833;0.373036872652783
0.224952651515152;0.327793560606061;0.115482954545455;0.331770833333333
0.43284929651644;0.311978030246031;0.0987510345346475;0.156421638702882
0.324316515583806;0.381667810321788;0.104915309328614;0.189100364765791
0.180836707152497;0.400424137266243;0.0394254867939078;0.379313668787353
0.706383487272293;0.249859150120363;0.0121386987178393;0.0316186638895054
0.404285293057694;0.550928807784294;0.0178553877403925;0.0269305114176195
0.350706485171575;0.608664147818436;0.0225143626106309;0.0181150043993582
0.499437308393807;0.459932477007257;0.041406340952307;-0.000776126353370329
0.563393084390794;0.38770315965531;0.0496309493509799;-0.000727193397083954
0.359547406010512;0.531918308389841;0.00650002006179031;0.102034265537857
0.224255862898376;0.509546001202646;-0.000751653638003608;0.266949789536981
0.119792190380426;0.386525892408245;0.061571979219038;0.432109937992291
0.147458100558659;0.331815642458101;0.134720670391061;0.386005586592179
0.0288617886178862;0.476016260162602;0.12970189701897;0.365420054200542
0.342990629812335;0.371623208832511;0.0255265836661186;0.259859577689035
0.377720281730631;0.432054046284318;-0.000574960471467587;0.190800632456519
0.132119462640169;0.040635061618741;-0.002220495170423;0.829465970911513
0.252147104162079;0.729291848869035;0.0191902350017303;-0.000629188032843615
0.488975148146447;0.436193669897561;-0.000459368827231384;0.0752905507832238
0.565168034434643;0.251921576047111;0.1474824397512;0.0354279497670459
0.63075956237324;0.253177935841403;0.109435255805982;0.00662724597937555
0.536983804248755;0.266388557806913;0.0869031760499194;0.109724461894412
0.610265962951464;0.257511469867881;0.0499499810272862;0.0822725861533685
0.581986525027901;0.323275327574092;0.0478650849419254;0.0468730624560823
0.486726751331422;0.407742728390004;0.0917247029905776;0.0138058172879967
0.427908405282736;0.348121352762516;0.192164624782445;0.0318056171723032
0.5620041366962;0.318772574321613;0.0886611304911555;0.030562158491032
0.519242259164236;0.420974941130988;0.039890345482023;0.0198924542227533
0.419222130801219;0.530565500678245;0.0342680513242456;0.0159443171962908
0.487195425161611;0.466061660865241;0.034104094148848;0.0126388198242997
0.462129341993787;0.455634001694437;0.0316012425868399;0.0506354137249365
0.570685896360892;0.31850578567835;0.0264128794231092;0.0843954385376488
0.643368869936034;0.310831556503198;0.0290831556503198;0.0167164179104478
0.691224310153469;0.230663247732405;0.0494469746258946;0.0286654674882315
0.627682150436218;0.248349445885404;0.0422659750058948;0.0817024286724829
0.793377234242709;0.15653809971778;0.0430856067732832;0.00699905926622766
0.638746695167914;0.295269168026101;0.0304325814254374;0.0355515553805479
0.683219618949537;0.208322605561277;0.092494850669413;0.0159629248197734
0.52986994678039;0.245444612836147;0.126845945088641;0.0978394952948225
0.311075516401375;0.405479360630026;0.230386758767978;0.0530583642006207
0.351680963521359;0.559938480201022;0.0597435230915865;0.0286370331860324
0.574187735795934;0.393978639938435;0.0186384368489217;0.0131951874167089
0.57860718171926;0.258454842219804;0.0821545157780196;0.0807834602829162
0.555573401863155;0.39178445229682;0.0096370061034372;0.0430051397365885
0.656259518732866;0.239161336176262;0.0140623413544522;0.0905168037364199
0.613522980575311;0.328149877932279;0.0186285956904787;0.0396985458019319
0.709340686395194;0.227682308336206;0.0235363631887341;0.0394406420798661
0.724363507779349;0.266840523338048;0.00782355021216407;0.000972418670438472
0.719542781957979;0.265202911064512;0.00612639282924222;0.00912791414826693
0.634124087591241;0.240665356541269;0.0445325659741718;0.0806779898933184
0.544198119826014;0.242984425424442;0.0875543707029606;0.125263084046583
0.437487406810397;0.323241990731412;0.189250453354826;0.0500201491033649
0.351057104727119;0.503570508768233;0.101191730467561;0.0441806560370865
0.40989645559538;0.564496216646754;0.0156511350059737;0.00995619275189168
0.446416199181995;0.486757705115884;0.00931989361464363;0.0575062020874774
0.555573401863155;0.39178445229682;0.0096370061034372;0.0430051397365885
0.656259518732866;0.239161336176262;0.0140623413544522;0.0905168037364199
0.613522980575311;0.328149877932279;0.0186285956904787;0.0396985458019319
0.709340686395194;0.227682308336206;0.0235363631887341;0.0394406420798661
0.724363507779349;0.266840523338048;0.00782355021216407;0.000972418670438472
0.719542781957979;0.265202911064512;0.00612639282924222;0.00912791414826693
0.634124087591241;0.240665356541269;0.0445325659741718;0.0806779898933184
0.544198119826014;0.242984425424442;0.0875543707029606;0.125263084046583
0.437487406810397;0.323241990731412;0.189250453354826;0.0500201491033649
0.351057104727119;0.503570508768233;0.101191730467561;0.0441806560370865
0.40989645559538;0.564496216646754;0.0156511350059737;0.00995619275189168
0.446416199181995;0.486757705115884;0.00931989361464363;0.0575062020874774
0.555573401863155;0.39178445229682;0.0096370061034372;0.0430051397365885
0.656259518732866;0.239161336176262;0.0140623413544522;0.0905168037364199
0.613522980575311;0.328149877932279;0.0186285956904787;0.0396985458019319
0.709340686395194;0.227682308336206;0.0235363631887341;0.0394406420798661
0.724363507779349;0.266840523338048;0.00782355021216407;0.000972418670438472
0.719542781957979;0.265202911064512;0.00612639282924222;0.00912791414826693
0.634124087591241;0.240665356541269;0.0445325659741718;0.0806779898933184
0.544198119826014;0.242984425424442;0.0875543707029606;0.125263084046583
0.437487406810397;0.323241990731412;0.189250453354826;0.0500201491033649
0.351057104727119;0.503570508768233;0.101191730467561;0.0441806560370865
0.40989645559538;0.564496216646754;0.0156511350059737;0.00995619275189168
0.446416199181995;0.486757705115884;0.00931989361464363;0.0575062020874774
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
